text,final_text,tokens,sentiment_score,sentiment
"nah, untuk aku pribadi selain muka harus bersih. sebelum mulai makeup, aku selalu memperhatiin kelembaban kulit aku.

salah satunya dengan pakai moisturizer dari si skintific ini, temen-temen pasti udah nggak asing lagi dong.. 

#skintific #skintizen",pribadi muka bersih makeup memperhatiin kelembaban kulit salah satu pakai moisturizer sih skintific tementemen enggak asing skintific skintizen,"['pribadi', 'muka', 'bersih', 'makeup', 'memperhatiin', 'kelembaban', 'kulit', 'salah', 'satu', 'pakai', 'moisturizer', 'sih', 'skintific', 'tementemen', 'enggak', 'asing', 'skintific', 'skintizen']",-5,negatif
"siapa disini yang punya puffy eyes / mata panda kayak aku? udah cobain eye massager dari skintific belom? 👀

disini aku mau share pengalaman aku pake produk ini + tutorialnya! like & retweet dulu yuks #racuninskincare #PyoRipiu #skintific #skintizen",puffy eyes mata panda kayak mencoba eye massager skintific bom share alam pakai produk tutorial like retweet yuk racuninskincare pyoripiu skintific skintizen,"['puffy', 'eyes', 'mata', 'panda', 'kayak', 'mencoba', 'eye', 'massager', 'skintific', 'bom', 'share', 'alam', 'pakai', 'produk', 'tutorial', 'like', 'retweet', 'yuk', 'racuninskincare', 'pyoripiu', 'skintific', 'skintizen']",0,netral
"Yang kulitnya sering kering tiba - tiba dan butuh kelembapan ekstra. Mungkin facial oil dari  ‼️SKINTIFIC‼️ jawabannya yaitu :

🌺✨ BARRIER BOOSTER FACIAL OIL ✨🌺

#racuninskincare #skintific #skintizen",kulit kering butuh lembap ekstra facial oil skintific jawab barrier booster facial oil racuninskincare skintific skintizen,"['kulit', 'kering', 'butuh', 'lembap', 'ekstra', 'facial', 'oil', 'skintific', 'jawab', 'barrier', 'booster', 'facial', 'oil', 'racuninskincare', 'skintific', 'skintizen']",-12,negatif
"Hallooo, aku kembali dengan Produk Skintific botol kedua yang kupake lagi
Kali ini aku pake SKINTIFIC 10% NIACINAMIDE BRIGHTENING SERUM dengan kandungan yang sama di produk SK-11🤩
 #skintific #skintizen #racuninskincare",halo produk skintific botol kupake kali pakai skintific niacinamide brightening serum kandung produk suka skintific skintizen racuninskincare,"['halo', 'produk', 'skintific', 'botol', 'kupake', 'kali', 'pakai', 'skintific', 'niacinamide', 'brightening', 'serum', 'kandung', 'produk', 'suka', 'skintific', 'skintizen', 'racuninskincare']",8,positif
"Punya dahsyat skincare korea ni, buat 3 step ni je dah boleh say bye bye to big pores! 🍊",dahsyat skincare korea nih step nih je deh sayang bye bye big pores,"['dahsyat', 'skincare', 'korea', 'nih', 'step', 'nih', 'je', 'deh', 'sayang', 'bye', 'bye', 'big', 'pores']",-14,negatif
kak ini masih kahV,kahv,['kahv'],0,netral
bisa kak itu after voc,after voc,"['after', 'voc']",0,netral
hi kak aku jual 75k bisa untuk life time(selamanya) sistem nya dibuatkan akun sendiri dan di kasih tutorial . boleh wa ke bio aku yaa (fast response),hi ke life timeselamanya sistem buat akun kasih tutorial wa ya fast response,"['hi', 'ke', 'life', 'timeselamanya', 'sistem', 'buat', 'akun', 'kasih', 'tutorial', 'wa', 'ya', 'fast', 'response']",-1,netral
"Dlu aku ada 2-3x bikin katalog buat cateringku
Sekalian aja aku kirim ke sekolah biar ada yg bantuin makan 🥺",dulu bikin katalog cateringku kirim sekolah biar bantuin makan,"['dulu', 'bikin', 'katalog', 'cateringku', 'kirim', 'sekolah', 'biar', 'bantuin', 'makan']",4,positif
Aku dah join fam kakkk makasi tawarannya,deh join fam kak makas tawar,"['deh', 'join', 'fam', 'kak', 'makas', 'tawar']",-3,negatif
Masih ada ngga kak? Aku mauuu!,enggak mau,"['enggak', 'mau']",-1,netral
"Sebelumnya aku gatau kalau pake eye cream ternyata se-happy itu 🥰 menurutku ini eye cream paling oke sejauh yg pernah aku coba!✨
Buat yg masih males pake eyecream, cobain eyecream ini deh!

🌟5/5
💰IDR 229k/20g (lg flash sale jd 165k‼️)

#racuninskincare #skintific #skintizen",pakai eye cream sehappy turut eye cream oke coba malas pakai eyecream mencoba eyecream deh idr kg lagi flash sale jadi ke racuninskincare skintific skintizen,"['pakai', 'eye', 'cream', 'sehappy', 'turut', 'eye', 'cream', 'oke', 'coba', 'malas', 'pakai', 'eyecream', 'mencoba', 'eyecream', 'deh', 'idr', 'kg', 'lagi', 'flash', 'sale', 'jadi', 'ke', 'racuninskincare', 'skintific', 'skintizen']",-11,negatif
"Bisa diliat before-afternya yaa, setelah rutin pake selama kurleb 2 minggu hasilnya sangat memuaskan! ✨

Kulit area mata jadi lembap, tampilan garis halus di bawah mataku sangat berkurang 😍 trus jg bantu mencerahkan area dark circleku 😚

#racuninskincare #skintific #skintizen",lihat beforeafternya ya rutin pakai kurleb minggu hasil muas kulit area mata lembap tampil garis halus mata kurang terus juga bantu cerah area dark circleku racuninskincare skintific skintizen,"['lihat', 'beforeafternya', 'ya', 'rutin', 'pakai', 'kurleb', 'minggu', 'hasil', 'muas', 'kulit', 'area', 'mata', 'lembap', 'tampil', 'garis', 'halus', 'mata', 'kurang', 'terus', 'juga', 'bantu', 'cerah', 'area', 'dark', 'circleku', 'racuninskincare', 'skintific', 'skintizen']",-6,negatif
"Siapa yg males pke eye cream sprti aku yg dulu?
Jujur dulu aku males2an pke eye cream, tp semenjak pke punya Skintific langsung bertobat 😭 definitely jd eyecream favoritku krna bikin area mata lembap dan mengurangi tampilan garis halus!✨

#racuninskincare
#skintific #skintizen",malas pakai eye cream seperti jujur malesan pakai eye cream tapi semenjak pakai skintific langsung tobat definitely jadi eyecream favorit karena bikin area mata lembap kurang tampil garis halus racuninskincare skintific skintizen,"['malas', 'pakai', 'eye', 'cream', 'seperti', 'jujur', 'malesan', 'pakai', 'eye', 'cream', 'tapi', 'semenjak', 'pakai', 'skintific', 'langsung', 'tobat', 'definitely', 'jadi', 'eyecream', 'favorit', 'karena', 'bikin', 'area', 'mata', 'lembap', 'kurang', 'tampil', 'garis', 'halus', 'racuninskincare', 'skintific', 'skintizen']",-25,negatif
Iyaaa enak banget kannn!!!🥺 udah gitu ngaruh bgttt di under-eye akuuu. 🥺🤍✨ #skintizen #skintific,iya enak banget kan begitu ngaruh banget undereye aku skintizen skintific,"['iya', 'enak', 'banget', 'kan', 'begitu', 'ngaruh', 'banget', 'undereye', 'aku', 'skintizen', 'skintific']",2,positif
"Salah satu eye cream kecintaan yang ngebantu banget buat mudarin dark circle di mata ku!👀🤍 

Ini udah produk ke-2 yang aku pake, jadi emang suka bangettt karena se-ngaruh itu. 😩🙏🏻💙
#racuninskincare #Skintizen #Skintific",salah eye cream cinta membantu banget mudarin dark circle mata ku produk pakai memang suka banget sengaruh racuninskincare skintizen skintific,"['salah', 'eye', 'cream', 'cinta', 'membantu', 'banget', 'mudarin', 'dark', 'circle', 'mata', 'ku', 'produk', 'pakai', 'memang', 'suka', 'banget', 'sengaruh', 'racuninskincare', 'skintizen', 'skintific']",-7,negatif
"Demi apapun, kaum kulit kering yang suka pake face oil, ini enak banget ❤️
Ringan, mau dipake sendiri / dimix sama moisturzer pun enak, apalagi aromanya seger ala fruity floral

° Skintific Barrier Booster Facial Oil °

#reviewnefoe #racuninskincare #skintizen #skintific",apa kaum kulit kering suka pakai face oil enak banget ringan dipakai dimix moisturzer enak aroma segar ala fruity floral skintific barrier booster facial oil reviewnefoe racuninskincare skintizen skintific,"['apa', 'kaum', 'kulit', 'kering', 'suka', 'pakai', 'face', 'oil', 'enak', 'banget', 'ringan', 'dipakai', 'dimix', 'moisturzer', 'enak', 'aroma', 'segar', 'ala', 'fruity', 'floral', 'skintific', 'barrier', 'booster', 'facial', 'oil', 'reviewnefoe', 'racuninskincare', 'skintizen', 'skintific']",3,positif
"Tiba-tiba jadi sensitif gara-gara lingkungan kerja, cuaca, dll
Bingung pakai ini itu malah salah jadi bumerang.
Pakai ini ngebantu banget aku yang sensetized jadi nggak nambah aneh-aneh 😍

° Skintific 5X Ceramide Barrier Repair Serum °

#reviewnefoe #skintizen #racuninskincare",tibatiba sensitif garagara lingkung kerja cuaca dll bingung pakai salah bumerang pakai membantu banget sensetized enggak menambah anehaneh skintific ceramide barrier repair serum reviewnefoe skintizen racuninskincare,"['tibatiba', 'sensitif', 'garagara', 'lingkung', 'kerja', 'cuaca', 'dll', 'bingung', 'pakai', 'salah', 'bumerang', 'pakai', 'membantu', 'banget', 'sensetized', 'enggak', 'menambah', 'anehaneh', 'skintific', 'ceramide', 'barrier', 'repair', 'serum', 'reviewnefoe', 'skintizen', 'racuninskincare']",-1,netral
"Akhir-akhir ini kulit aku kering & sensetized, ya resiko kerja di lab.
Seneng banget ada produk yang bisa maintain hidrasi kulit aku plus nge-calm-ing + menutrisi biar nggak drama aneh-aneh.

° Skintific 5X Ceramide Soothing Toner °

#reviewnefoe #racuninskincare #skintizen",akhirakhir kulit kering sensetized resiko kerja lab neng banget produk maintain hidrasi kulit plus ngecalming nutrisi biar enggak drama anehaneh skintific ceramide soothing toner reviewnefoe racuninskincare skintizen,"['akhirakhir', 'kulit', 'kering', 'sensetized', 'resiko', 'kerja', 'lab', 'neng', 'banget', 'produk', 'maintain', 'hidrasi', 'kulit', 'plus', 'ngecalming', 'nutrisi', 'biar', 'enggak', 'drama', 'anehaneh', 'skintific', 'ceramide', 'soothing', 'toner', 'reviewnefoe', 'racuninskincare', 'skintizen']",-1,netral
"🫐 Toner yang cocok buat kalian calming + hydrating dari Skintific 🫐

5x Ceramide Soothing Toner
a review 

Toner yang lumayan thick cocok buat csm an + dingiiiin di kulit👉🏼👈🏼

#Skintific #Skintizen #Racunskincare",toner cocok calming hydrating skintific ceramide soothing toner toner lumayan thick cocok csm an dingiiiin kulit skintific skintizen racunskincare,"['toner', 'cocok', 'calming', 'hydrating', 'skintific', 'ceramide', 'soothing', 'toner', 'toner', 'lumayan', 'thick', 'cocok', 'csm', 'an', 'dingiiiin', 'kulit', 'skintific', 'skintizen', 'racunskincare']",-8,negatif
"introduce serum favorit aku buat masalah kulit berjerawat  

say hello buat :
✿ Skintific 2% Salicylic Acid 
    Anti Acne Serum

bye redness,kulit iritasi & jerawat! definisi dari awal muka iritasi sampe ngelupas,jadi mendingan banget after pake serum ini!
#skintific #skintizen",introduce serum favorit kulit jerawat sayang hello skintific salicylic acid anti acne serum bye rednesskulit iritasi jerawat definisi muka iritasi sampai ngelupasjadi mending banget after pakai serum skintific skintizen,"['introduce', 'serum', 'favorit', 'kulit', 'jerawat', 'sayang', 'hello', 'skintific', 'salicylic', 'acid', 'anti', 'acne', 'serum', 'bye', 'rednesskulit', 'iritasi', 'jerawat', 'definisi', 'muka', 'iritasi', 'sampai', 'ngelupasjadi', 'mending', 'banget', 'after', 'pakai', 'serum', 'skintific', 'skintizen']",-13,negatif
"Kalau kamu cari moisturizer untuk memperbaiki skin barrier yang rusak kamu bisa coba 5x Ceramide Barrier Repair Moisture Gel dari Skintific

a review 

#racuninskincare #Skintific #Skintizen",cari moisturizer baik skin barrier rusak coba ceramide barrier repair moisture gel skintific racuninskincare skintific skintizen,"['cari', 'moisturizer', 'baik', 'skin', 'barrier', 'rusak', 'coba', 'ceramide', 'barrier', 'repair', 'moisture', 'gel', 'skintific', 'racuninskincare', 'skintific', 'skintizen']",-9,negatif
"Serum 'acne care' yang worth it dikulit aku yang acne prone skin buat bantu say bye bye 👋 ke jerawat plus bekasnya juga😍.
cakep pisan hasilnya 😭♡

Skintific 2% Salicylic Acid Anti Acne Serum

[A Thread] #racuninskincare #reviewnefoe #skintific #skintizen",serum acne care worth itu kulit acne prone skin bantu sayang bye bye jerawat plus bekas cakep pis hasil skintific salicylic acid anti acne serum thread racuninskincare reviewnefoe skintific skintizen,"['serum', 'acne', 'care', 'worth', 'itu', 'kulit', 'acne', 'prone', 'skin', 'bantu', 'sayang', 'bye', 'bye', 'jerawat', 'plus', 'bekas', 'cakep', 'pis', 'hasil', 'skintific', 'salicylic', 'acid', 'anti', 'acne', 'serum', 'thread', 'racuninskincare', 'reviewnefoe', 'skintific', 'skintizen']",-16,negatif
"Face oil untuk mengatasi kemerahan & kulit kering🪷

Face oil from Skintific
-a review

Langsung simak thread dibawah ini

⚠️ thread ini dibuat atas pengalaman pribadi
⚠️ cocok di kulit aku belum tentu cocok di kulit kalian
🗝 kuncinya adalah trial n error

#Skintizen #Skintific",face oil atas merah kulit kering face oil from skintific langsung simak thread bawah thread alam pribadi cocok kulit cocok kulit kunci trial error skintizen skintific,"['face', 'oil', 'atas', 'merah', 'kulit', 'kering', 'face', 'oil', 'from', 'skintific', 'langsung', 'simak', 'thread', 'bawah', 'thread', 'alam', 'pribadi', 'cocok', 'kulit', 'cocok', 'kulit', 'kunci', 'trial', 'error', 'skintizen', 'skintific']",-19,negatif
"Nggak ngerti mau bersyukur kyk gimana lagi, karena tiap pakai produknya Skintific bener-bener cocok semua😭
Nggak ada satupun yang gagal dikulitku apalagi Barrier Booster Facial Oil ini. Dry skin friendly banget🥺🤍 
#NisyTries #NisyNgeracun #racuninskincare #Skintific #Skintizen",enggak mengerti syukur kayak bagaimana pakai produk skintific benerbener cocok enggak satu gagal kulit barrier booster facial oil dry skin friendly banget nisytries nisyngeracun racuninskincare skintific skintizen,"['enggak', 'mengerti', 'syukur', 'kayak', 'bagaimana', 'pakai', 'produk', 'skintific', 'benerbener', 'cocok', 'enggak', 'satu', 'gagal', 'kulit', 'barrier', 'booster', 'facial', 'oil', 'dry', 'skin', 'friendly', 'banget', 'nisytries', 'nisyngeracun', 'racuninskincare', 'skintific', 'skintizen']",-4,negatif
"Skintific - 5x Ceramide Barrier Repair Moisture Gel. 
Moisturizer yang lagi viral dan hype dimana-mana, yang kalay live tiktok itu rame banget! 
Nah, karena penasaran aku coba 
Apalagi pas cuaca dirumah aku dingin-dingin gitu jd bikin kulitku makin kering. 
#skintizen #skintific",skintific ceramide barrier repair moisture gel moisturizer viral hype dimanamana kalay live rame banget penasaran coba pas cuaca rumah dingindingin begitu jadi bikin kulit kering skintizen skintific,"['skintific', 'ceramide', 'barrier', 'repair', 'moisture', 'gel', 'moisturizer', 'viral', 'hype', 'dimanamana', 'kalay', 'live', 'rame', 'banget', 'penasaran', 'coba', 'pas', 'cuaca', 'rumah', 'dingindingin', 'begitu', 'jadi', 'bikin', 'kulit', 'kering', 'skintizen', 'skintific']",1,netral
"Seneng banget alhamdulilah kulit aku nggak rewel akhir"" ini, sehat gitu. Rangakaian skincare aku OK banget, skin nourishing-nya bikin kulit aku sehat, salah satunya

Skintific 5X Ceramide Barrier Repair Moisturizer Gel 💙😍

#racuninskincare #skintific #reviewnefoe #skintizen",neng banget alhamdulilah kulit enggak rewel sehat begitu rangakaian skincare ok banget skin nourishingnya bikin kulit sehat salah satu skintific ceramide barrier repair moisturizer gel racuninskincare skintific reviewnefoe skintizen,"['neng', 'banget', 'alhamdulilah', 'kulit', 'enggak', 'rewel', 'sehat', 'begitu', 'rangakaian', 'skincare', 'ok', 'banget', 'skin', 'nourishingnya', 'bikin', 'kulit', 'sehat', 'salah', 'satu', 'skintific', 'ceramide', 'barrier', 'repair', 'moisturizer', 'gel', 'racuninskincare', 'skintific', 'reviewnefoe', 'skintizen']",-6,negatif
"♡︎ SKINTIFIC 5X CERAMIDE MOISTURIZER ♡︎

seneng banget akhirnya bisa cobain juga enaknya moisturizer yg viral dimana-mana. WORTH THE HYPE! 🤌🏻💯

sebelum dan sesudah pakai moisturizer skintific, breakout bulanan jadi lebih terkontrol!

#racuninskincare 
#skintific #skintizen",skintific ceramide moisturizer neng banget mencoba enak moisturizer viral dimanamana worth hype pakai moisturizer skintific breakout bulan kontrol racuninskincare skintific skintizen,"['skintific', 'ceramide', 'moisturizer', 'neng', 'banget', 'mencoba', 'enak', 'moisturizer', 'viral', 'dimanamana', 'worth', 'hype', 'pakai', 'moisturizer', 'skintific', 'breakout', 'bulan', 'kontrol', 'racuninskincare', 'skintific', 'skintizen']",1,netral
"Bisa di lihat di video kulit ku yang tadinya kusam jadi lebih fresh dan kemerahan berkurang, jerawat juga lebih calm, minyak berlebih di wajah juga berkurang tapi kulit tetep lembab setelah memakai masker ini😍 

Aku pribadi suka sama masker ini,

#skintific #skintizen",lihat video kulit ku kusam fresh merah kurang jerawat calm minyak lebih wajah kurang kulit tetap lembab pakai masker pribadi suka masker skintific skintizen,"['lihat', 'video', 'kulit', 'ku', 'kusam', 'fresh', 'merah', 'kurang', 'jerawat', 'calm', 'minyak', 'lebih', 'wajah', 'kurang', 'kulit', 'tetap', 'lembab', 'pakai', 'masker', 'pribadi', 'suka', 'masker', 'skintific', 'skintizen']",-5,negatif
"Sensasi itu yg bikin kulit kemerahan akibat jerawat jadi lebih calm dan fresh setelah pake. Clay Mask ini juga diformulasikan dengan kandungan Ceramide jadi, ga perlu khawatir kulit jadi kering setelah pake ini. Ini aku pake pas kulitku lg banyak redness

#skintific #skintizen",sensasi bikin kulit merah akibat jerawat calm fresh pakai clay mask formulasi kandung ceramide khawatir kulit kering pakai pakai pas kulit lagi redness skintific skintizen,"['sensasi', 'bikin', 'kulit', 'merah', 'akibat', 'jerawat', 'calm', 'fresh', 'pakai', 'clay', 'mask', 'formulasi', 'kandung', 'ceramide', 'khawatir', 'kulit', 'kering', 'pakai', 'pakai', 'pas', 'kulit', 'lagi', 'redness', 'skintific', 'skintizen']",-22,negatif
"Nah, semua ingredients itu lengkap ada di Skintific Mugwort Anti Pores & Clay Mask✨

Masker dengan tekstur clay yang lembut agak padat, mudah diratakan ini dapat memberikan efek calming di kulit.

#skintific #skintizen #racuninskincare  #reviewskintific",ingredients lengkap skintific mugwort anti pores clay mask masker tekstur clay lembut padat mudah rata efek calming kulit skintific skintizen racuninskincare reviewskintific,"['ingredients', 'lengkap', 'skintific', 'mugwort', 'anti', 'pores', 'clay', 'mask', 'masker', 'tekstur', 'clay', 'lembut', 'padat', 'mudah', 'rata', 'efek', 'calming', 'kulit', 'skintific', 'skintizen', 'racuninskincare', 'reviewskintific']",-7,negatif
"Siapa yang masih cari masker untuk kulit berjerawat? Aku punya rekomendasi nih Clay Mask untuk kulit berjerawat✨

[a thread] 

Udah tau kan kalo ingredients Mugwort, Niacinamide, Salicylic Acid, Centella Asiatica bagus banget buat kulit berjerawat? 

#skintific #skintizen",cari masker kulit jerawat rekomendasi clay mask kulit jerawat thread tau ingredients mugwort niacinamide salicylic acid centella asiatica bagus banget kulit jerawat skintific skintizen,"['cari', 'masker', 'kulit', 'jerawat', 'rekomendasi', 'clay', 'mask', 'kulit', 'jerawat', 'thread', 'tau', 'ingredients', 'mugwort', 'niacinamide', 'salicylic', 'acid', 'centella', 'asiatica', 'bagus', 'banget', 'kulit', 'jerawat', 'skintific', 'skintizen']",-19,negatif
"Mau kasih tau clay mask ter-worth it di 2022 yang pernah aku coba. 🥺👌🏻
Bagus banget banget buat calming jerawat dan bruntus! ga ada rasa kering atau ketarik sama sekaliii, enak bangettt. 🥹🥹🥹

#racuninskincare #skintizen #skintific",kasih tau clay mask terworth itu coba bagus banget banget calming jerawat bruntus kering tarik sekaliii enak banget racuninskincare skintizen skintific,"['kasih', 'tau', 'clay', 'mask', 'terworth', 'itu', 'coba', 'bagus', 'banget', 'banget', 'calming', 'jerawat', 'bruntus', 'kering', 'tarik', 'sekaliii', 'enak', 'banget', 'racuninskincare', 'skintizen', 'skintific']",-10,negatif
"Buktiin sendiri moisturizer viral di kulit oily-acne prone!🔥

Referensi untuk kalian yang masih maju mundur cobain 5X Ceramide Moisturizer Skintific 💧

—pov dari yang jerawatnya sering on off
#racuninskincare #skintific #skintizen",membuktikan moisturizer viral kulit oilyacne prone referensi maju mundur mencoba ceramide moisturizer skintific pov jerawat on off racuninskincare skintific skintizen,"['membuktikan', 'moisturizer', 'viral', 'kulit', 'oilyacne', 'prone', 'referensi', 'maju', 'mundur', 'mencoba', 'ceramide', 'moisturizer', 'skintific', 'pov', 'jerawat', 'on', 'off', 'racuninskincare', 'skintific', 'skintizen']",-7,negatif
"2 minggu ini aku rutin maskeran pakai clay mask yg punya kandungan mugwort, niacinamide, centella & salicylic acid👀

♡SKINTIFIC MUGWORT CLAY MASK♡

jd one of my fav clay mask karena mengatasi jerawat aku & gak bikin kulit ketarik! 

#skintific #skintizen #racuninskincare",minggu rutin masker pakai clay mask kandung mugwort niacinamide centella salicylic acid skintific mugwort clay mask jadi one of my favorit clay mask atas jerawat bikin kulit tarik skintific skintizen racuninskincare,"['minggu', 'rutin', 'masker', 'pakai', 'clay', 'mask', 'kandung', 'mugwort', 'niacinamide', 'centella', 'salicylic', 'acid', 'skintific', 'mugwort', 'clay', 'mask', 'jadi', 'one', 'of', 'my', 'favorit', 'clay', 'mask', 'atas', 'jerawat', 'bikin', 'kulit', 'tarik', 'skintific', 'skintizen', 'racuninskincare']",-7,negatif
Betul wakakak. Saking enaknya beb🥺🤍 #Skintizen #Skintific,wakakak saking enak beb skintizen skintific,"['wakakak', 'saking', 'enak', 'beb', 'skintizen', 'skintific']",1,netral
Kalau di aku sendiri satu bulan-satu setengah bulan sih satu jar itu #Skintific #Skintizen,bulansatu jar skintific skintizen,"['bulansatu', 'jar', 'skintific', 'skintizen']",0,netral
"MOISTURIZER TERBAIK YANG PERNAH AKU COBA!!! 
ㅡ
Ini aku udah mau habis 2 jar dan udah ngestock buat jar ketiga. Kalau begini tandanya aku udah bucin banget sama moistnya Skintific😭🤍 
#NisyTries #racuninskincare #Skintific #Skintizen",moisturizer baik coba habis jar ngestock jar tiga tanda bucin banget moistnya skintific nisytries racuninskincare skintific skintizen,"['moisturizer', 'baik', 'coba', 'habis', 'jar', 'ngestock', 'jar', 'tiga', 'tanda', 'bucin', 'banget', 'moistnya', 'skintific', 'nisytries', 'racuninskincare', 'skintific', 'skintizen']",-6,negatif
"♡︎ SKINTIFIC MUGWORT CLAY MASK ♡︎

clay mask favorite aku yg bersihin kulit seketika, nyamarin pori-pori, dan nggak bikin kulit ketarik! #racuninskincare 

#Skintific 
#Skintizen",skintific mugwort clay mask clay mask favorite bersihin kulit nyamarin poripori enggak bikin kulit tarik racuninskincare skintific skintizen,"['skintific', 'mugwort', 'clay', 'mask', 'clay', 'mask', 'favorite', 'bersihin', 'kulit', 'nyamarin', 'poripori', 'enggak', 'bikin', 'kulit', 'tarik', 'racuninskincare', 'skintific', 'skintizen']",6,positif
"Akhirnya explore facial wash baru lagi, aku lagi rajin banget pakai produk ini! ✨️
Brandnya kak Maudy Ayunda ;)

- From This Island Java Black Tea Soothing Gel Cleanser -

#racuninskincare",explore facial wash rajin banget pakai produk brandnya maudy ayunda from this island java black tea soothing gel cleanser racuninskincare,"['explore', 'facial', 'wash', 'rajin', 'banget', 'pakai', 'produk', 'brandnya', 'maudy', 'ayunda', 'from', 'this', 'island', 'java', 'black', 'tea', 'soothing', 'gel', 'cleanser', 'racuninskincare']",1,netral
LS SKINCARE PAKET LENGKAP BRIGTHENING BOOSTER (ELSTM) Kosmetik Perempuan Mencerahkan Wajah Kusam Perawatan vt.tokopedia.com/t/ZShMAJrrd…,ls skincare paket lengkap brigthening booster elstm kosmetik perempuan cerah wajah kusam awat vttokopediacomtzshmajrrd,"['ls', 'skincare', 'paket', 'lengkap', 'brigthening', 'booster', 'elstm', 'kosmetik', 'perempuan', 'cerah', 'wajah', 'kusam', 'awat', 'vttokopediacomtzshmajrrd']",6,positif
"Aku lebih suka iniii, punya axis-y terlalu narik di akuu #Skintific #Skintizen",suka ini axisy menarik aku skintific skintizen,"['suka', 'ini', 'axisy', 'menarik', 'aku', 'skintific', 'skintizen']",-4,negatif
"produk2nya Skintific tuh ga ada yg gagal ya? sejauh ini pake produk mereka selalu baguss, termasuk Mugwort Clay Mask yg lagi aku pake inii!🥺🫶🏻

✅ deep cleansing
✅ kulit ga kering ketarik
✅ smooth texture, aman dipake pas jerawatan!

#RacuninSkincare #Skintizen #Skintific",produk skintific tuh gagal pakai produk bagus mugwort clay mask pakai ini deep cleansing kulit kering tarik smooth texture aman dipakai pas jerawat racuninskincare skintizen skintific,"['produk', 'skintific', 'tuh', 'gagal', 'pakai', 'produk', 'bagus', 'mugwort', 'clay', 'mask', 'pakai', 'ini', 'deep', 'cleansing', 'kulit', 'kering', 'tarik', 'smooth', 'texture', 'aman', 'dipakai', 'pas', 'jerawat', 'racuninskincare', 'skintizen', 'skintific']",-1,netral
"serum yang masuk list produk andalanku 💕

✨SKINTIFIC 10% Niacinamide Brightening Serum✨

•10% niacinamide
•3% alpha arbutin
•2% ceramide
#skintizen #skintific",serum masuk list produk andal skintific niacinamide brightening serum niacinamide alpha arbutin ceramide skintizen skintific,"['serum', 'masuk', 'list', 'produk', 'andal', 'skintific', 'niacinamide', 'brightening', 'serum', 'niacinamide', 'alpha', 'arbutin', 'ceramide', 'skintizen', 'skintific']",-1,netral
"Gampang banget kak, jadi nggak perlu ngegosok terlalu kenceng #Skintific #Skintizen",gampang banget enggak ngegosok kencang skintific skintizen,"['gampang', 'banget', 'enggak', 'ngegosok', 'kencang', 'skintific', 'skintizen']",-5,negatif
"Aku lagi cobain Mugwort  Anti Pores & Acne Clay Mask dari Skintific yang bener-bener bisa ngatasin komedo dikulitku tapi nggak bikin kulit kering at the same time😭🤍 
#racuninskincare #NisyTries #NisyNgeracun #Skintizen",mencoba mugwort anti pores acne clay mask skintific benerbener ngatasin komedo kulit enggak bikin kulit kering at same time racuninskincare nisytries nisyngeracun skintizen,"['mencoba', 'mugwort', 'anti', 'pores', 'acne', 'clay', 'mask', 'skintific', 'benerbener', 'ngatasin', 'komedo', 'kulit', 'enggak', 'bikin', 'kulit', 'kering', 'at', 'same', 'time', 'racuninskincare', 'nisytries', 'nisyngeracun', 'skintizen']",-3,negatif
"Telatt baru coba moisturizer skintific inii😭

Menurut aku dari segi tekstur, kelembapan dan efek calmingnya bagus banget

Kemarin muka aku sering bentol gatel gitu tiap bangun tidur, setelah pake ini bentol merahnya perlahan ilang dan gak ngebekas

#skintizen #skintific",telatt coba moisturizer skintific ini segi tekstur lembap efek calmingnya bagus banget kemarin muka bentol gatel begitu bangun tidur pakai bentol merah perlahan hilang ngebekas skintizen skintific,"['telatt', 'coba', 'moisturizer', 'skintific', 'ini', 'segi', 'tekstur', 'lembap', 'efek', 'calmingnya', 'bagus', 'banget', 'kemarin', 'muka', 'bentol', 'gatel', 'begitu', 'bangun', 'tidur', 'pakai', 'bentol', 'merah', 'perlahan', 'hilang', 'ngebekas', 'skintizen', 'skintific']",-22,negatif
"wkwkwk ternyata ada yg bisa jawab bener!! iyaa aku lg nyobain clay mask dari Skintific😂

texturenya smooth banget asli dan ga susah diratain di wajah, jadi mau diaplikasiin pake spatula langsung jg enak + ga bikin jerawat sakit🥺✨

#racuninskincare #Skintizen #Skintific",wkwkwk benar iya lagi mencoba clay mask skintific texturenya smooth banget asli susah diratain wajah diaplikasiin pakai spatula langsung juga enak bikin jerawat sakit racuninskincare skintizen skintific,"['wkwkwk', 'benar', 'iya', 'lagi', 'mencoba', 'clay', 'mask', 'skintific', 'texturenya', 'smooth', 'banget', 'asli', 'susah', 'diratain', 'wajah', 'diaplikasiin', 'pakai', 'spatula', 'langsung', 'juga', 'enak', 'bikin', 'jerawat', 'sakit', 'racuninskincare', 'skintizen', 'skintific']",-8,negatif
"Serum yg Bisa Mencerahkan Wajah dlm Waktu 7 hari + Bisa memudarkan bekas jerawat & Memperbaiki Skin Barrier?

#skintific #skintizen #racuninskincare",serum cerah wajah dalam pudar bekas jerawat baik skin barrier skintific skintizen racuninskincare,"['serum', 'cerah', 'wajah', 'dalam', 'pudar', 'bekas', 'jerawat', 'baik', 'skin', 'barrier', 'skintific', 'skintizen', 'racuninskincare']",-7,negatif
